Translated,Collection
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debts--embargo--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debts--Mortgage--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--common proceeding--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--summary action--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--summary action--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--commercial common proceeding--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debts--execution records--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--summary action--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--summary act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debts--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--mortgage--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--writ of execution--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debts--executive action--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--summary action--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--ordinary action--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--debt--accountability--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--ordinary act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--embargo--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--ordinary act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--executive act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--ordinary act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--deposit act-- Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--summary act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--immigration – immigrants from Portugal – 20th century|~|Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--summary act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--warrant act--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--embargo--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--succession--heirs--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--Enrollment--sharing--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
"Amazonians--trials--judicial events--Brazil--History--20th century|~|Amazonians--legal documents--proceedings--succession--Enrollment--Brazil--History--20th century|~|Óbidos, Pará, Brazil, South America",Obidos Court Records metadata
